match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server,serve_no,point_victor,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,p1_distance_run,p2_distance_run,rally_count,speed_mph,serve_width,serve_depth,return_depth,p1_perform,p2_perform,p1_state,p2_state,last_winner,p1_momt,p2_momt
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1105.0,1,5,29,0,0,2,2,1,0,1,1,1,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.285,8.276,1,129.0,C,NCTL,ND,1.694,-0.694,0,0,1,0.26,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1130.0,1,5,30,0,0,2,2,2,0,1,1,1,16,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.974,12.523,3,110.0,BC,NCTL,ND,3.041,-1.041,0,0,1,0.86,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1160.0,1,5,31,0,0,2,2,3,0,1,2,2,16,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.609,6.965,2,113.0,BC,NCTL,ND,1.388,-0.388,0,0,1,-0.5900000000000001,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1203.0,1,5,32,0,0,2,2,3,1,1,2,2,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.518,12.74,2,104.0,BC,NCTL,D,0.735,0.265,0,0,2,0.0,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1255.0,1,5,33,0,0,2,2,3,2,1,1,2,16,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.859,11.439,2,111.0,B,CTL,D,-0.918,0.918,0,0,2,-0.8500000000000001,0.26
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1287.0,1,5,34,0,0,2,2,3,3,1,2,1,17,17,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,30.782,25.6,5,97.0,C,CTL,D,0.429,0.571,0,0,2,0.6,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1339.0,1,5,35,0,0,2,2,4,3,1,1,1,18,17,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.824,9.574,1,114.0,C,NCTL,D,1.776,0.224,0,0,1,0.86,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1462.0,1,6,36,0,0,3,2,0,0,2,1,2,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.809,6.11,1,110.0,W,CTL,ND,-0.347,0.347,2,0,0,0.6,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1493.0,1,6,37,0,0,3,2,0,1,2,2,1,19,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,29.094,29.593,6,90.0,BW,NCTL,ND,0.306,-1.306,2,0,2,0.86,-0.8500000000000001
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1565.0,1,6,38,0,0,3,2,1,1,2,1,2,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.815,5.189,1,125.0,C,NCTL,D,-0.041,-0.959,2,0,1,0.6,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1590.0,1,6,39,0,0,3,2,1,2,2,1,2,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.678,2.617,1,127.0,B,NCTL,ND,-0.388,-0.612,2,0,2,0.6,0.26
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1616.0,1,6,40,0,0,3,2,1,3,2,2,2,19,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,4.667,1,111.0,BW,NCTL,ND,-0.735,-0.265,2,0,2,0.6,0.26
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1662.0,1,7,41,0,0,3,3,0,0,1,2,1,20,21,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34.233,32.677,9,107.0,BW,NCTL,ND,1.347,-1.347,0,0,0,0.0,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1717.0,1,7,42,0,0,3,3,1,0,1,1,1,21,21,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9.872,19.138,3,120.0,C,NCTL,ND,1.694,-3.694,0,0,1,0.0,-0.8500000000000001
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1746.0,1,7,43,0,0,3,3,2,0,1,1,1,22,21,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.277,11.043,3,115.0,W,CTL,ND,3.041,-4.041,0,0,1,0.86,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1772.0,1,7,44,0,0,3,3,3,0,1,2,2,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.076,18.664,6,104.0,BW,NCTL,D,2.388,-3.388,0,0,1,0.0,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1817.0,1,7,45,0,0,3,3,3,1,1,2,1,23,22,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.727,25.324,5,101.0,B,NCTL,D,2.735,-4.735,0,0,2,0.26,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1954.0,1,8,46,0,0,4,3,0,0,2,1,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.879,4.853,1,132.0,C,CTL,D,-0.347,0.347,2,0,0,0.6,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,1977.0,1,8,47,0,0,4,3,0,1,2,2,1,24,23,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.929,0.93,0,,W,CTL,,0.306,-1.306,2,0,2,0.86,-1.7000000000000002
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2013.0,1,8,48,0,0,4,3,1,1,2,1,2,24,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,0.849,1,130.0,C,CTL,,-0.041,0.041,2,0,1,0.6,1.2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2038.0,1,8,49,0,0,4,3,1,2,2,2,1,25,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17.838,18.464,6,101.0,BW,NCTL,D,0.612,-1.612,2,0,2,0.86,-0.8500000000000001
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2086.0,1,8,50,0,0,4,3,2,2,2,2,1,26,24,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,61.781,54.356,16,106.0,B,NCTL,D,2.265,-3.265,2,0,1,1.46,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2162.0,1,8,51,0,0,4,3,3,2,2,2,1,27,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,29.677,19.121,6,106.0,B,NCTL,ND,2.918,-4.918,2,0,1,0.86,-0.8500000000000001
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2238.0,1,9,52,0,0,5,3,0,0,1,1,1,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.341,4.725,1,115.0,BW,NCTL,D,0.347,-0.347,2,0,0,0.6,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2264.0,1,9,53,0,0,5,3,1,0,1,2,2,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.528,7.524,2,100.0,BW,NCTL,D,-0.306,0.306,2,0,1,0.86,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2306.0,1,9,54,0,0,5,3,1,1,1,1,1,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.227,6.116,1,122.0,BC,NCTL,D,0.041,-0.041,2,0,2,0.86,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2334.0,1,9,55,0,0,5,3,2,1,1,1,2,29,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.654,11.702,4,115.0,C,NCTL,ND,-1.612,0.612,2,0,1,0.86,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2369.0,1,9,56,0,0,5,3,2,2,1,1,1,30,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.34,11.519,3,129.0,C,NCTL,ND,-0.265,0.265,2,0,2,1.46,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2401.0,1,9,57,0,0,5,3,3,2,1,1,2,30,27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,9.299,8.077,2,113.0,BW,NCTL,,-2.918,0.918,2,0,1,0.009999999999999898,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2433.0,1,9,58,0,0,5,3,3,3,1,1,1,31,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31.428,29.751,7,114.0,BW,NCTL,D,-2.571,-0.429,2,0,2,0.86,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2483.0,1,9,59,0,0,5,3,4,3,1,2,2,31,28,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16.514,17.962,4,88.0,BW,NCTL,ND,-3.224,2.224,2,0,1,0.86,1.2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2551.0,1,9,60,0,0,5,3,3,3,1,1,2,31,29,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,21.882,23.411,6,123.0,BC,NCTL,D,-3.877,4.877,2,0,2,0.86,1.2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2598.0,1,9,61,0,0,5,3,3,4,1,1,1,32,29,0,0,0,0,1,0,B,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18.705,28.259,7,121.0,BC,NCTL,ND,-2.53,4.53,2,0,2,1.46,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2639.0,1,9,62,0,0,5,3,3,3,1,1,1,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.109,3.14,1,130.0,C,NCTL,ND,-2.183,4.183,2,0,1,0.86,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2669.0,1,9,63,0,0,5,3,4,3,1,1,1,34,29,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,16.592,19.606,3,132.0,BW,NCTL,ND,-0.836,2.836,2,0,1,1.46,-0.8500000000000001
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2824.0,2,1,64,1,0,0,0,0,0,2,1,2,34,30,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.621,0.843,1,123.0,C,NCTL,,-0.347,1.347,3,0,1,0.8999999999999999,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2847.0,2,1,65,1,0,0,0,0,1,2,1,2,34,31,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0.864,1,117.0,C,NCTL,,-0.694,2.694,3,0,2,1.16,1.2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2872.0,2,1,66,1,0,0,0,0,2,2,1,2,34,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.619,3.818,1,123.0,B,NCTL,ND,-1.041,4.041,3,0,2,1.16,0.6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2897.0,2,1,67,1,0,0,0,0,3,2,1,2,34,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,6.471,1,122.0,C,CTL,ND,-1.388,4.388,3,0,2,1.16,0.0
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2957.0,2,2,68,1,0,0,1,0,0,1,1,1,35,33,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.827,1.015,1,127.0,C,NCTL,,1.347,-0.347,3,2,2,0.8999999999999999,0.6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,2978.0,2,2,69,1,0,0,1,1,0,1,2,1,36,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.754,3.715,1,102.0,BW,NCTL,ND,1.694,-0.694,3,2,1,1.16,0.6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3014.0,2,2,70,1,0,0,1,2,0,1,2,2,36,34,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.314,3.801,2,111.0,BW,NCTL,D,1.041,0.959,3,2,1,1.16,1.2
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3070.0,2,2,71,1,0,0,1,2,1,1,1,2,36,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,35.48,40.171,12,118.0,BC,NCTL,D,-0.612,1.612,3,2,2,0.30999999999999983,0.6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3114.0,2,2,72,1,0,0,1,2,2,1,1,1,37,35,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,1.682,1,126.0,C,NCTL,,0.735,1.265,3,2,2,2.36,0.6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3141.0,2,2,73,1,0,0,1,3,2,1,2,2,37,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.674,13.243,2,97.0,W,CTL,ND,-0.918,1.918,3,2,1,0.30999999999999983,0.6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3186.0,2,2,74,1,0,0,1,3,3,1,2,2,37,37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7.494,9.222,2,105.0,BC,NCTL,D,-2.571,2.571,3,2,2,0.04999999999999982,0.6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3251.0,2,2,75,1,0,0,1,3,4,1,1,2,37,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,8.235,10.59,2,129.0,B,NCTL,ND,-3.224,3.224,3,2,2,0.8999999999999999,0.86
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3296.0,2,3,76,1,0,0,2,0,0,2,1,2,37,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.125,7.455,1,126.0,C,CTL,D,-0.347,0.347,3,2,1,0.8999999999999999,0.6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3320.0,2,3,77,1,0,0,2,0,1,2,1,2,37,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.712,11.06,1,128.0,W,CTL,ND,-0.694,0.694,3,2,2,0.8999999999999999,0.86
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3350.0,2,3,78,1,0,0,2,0,2,2,1,2,37,41,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.788,5.077,3,108.0,BW,NCTL,D,-1.041,2.041,3,2,2,0.8999999999999999,1.46
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3428.0,2,3,79,1,0,0,2,0,3,2,2,2,37,42,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33.044,35.246,7,101.0,W,CTL,D,-2.388,2.388,3,2,2,0.04999999999999982,0.86
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3562.0,2,4,80,1,0,0,3,0,0,1,2,2,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.924,44.017,10,106.0,B,NCTL,D,-0.653,0.653,3,2,2,0.8999999999999999,0.6
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3617.0,2,4,81,1,0,0,3,0,1,1,1,1,38,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.013,9.173,1,111.0,C,NCTL,ND,-0.306,0.306,3,2,2,0.8999999999999999,0.86
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3641.0,2,4,82,1,0,0,3,1,1,1,1,1,39,43,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.761,0.939,1,110.0,W,CTL,,1.041,-0.041,3,2,1,2.1,0.86
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3681.0,2,4,83,1,0,0,3,2,1,1,1,2,39,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.844,40.876,8,119.0,C,CTL,D,0.388,0.612,3,2,1,0.8999999999999999,0.86
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3725.0,2,4,84,1,0,0,3,2,2,1,2,2,39,45,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12.977,15.558,4,95.0,C,NCTL,ND,-0.265,3.265,3,2,2,0.8999999999999999,2.06
2023-wimbledon-1301,Carlos Alcaraz,Nicolas Jarry,3774.0,2,4,85,1,0,0,3,2,3,1,2,1,40,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,9.419,12.316,3,95.0,B,NCTL,ND,0.082,1.918,3,2,2,0.8999999999999999,0.009999999999999898
